Original Address,Best Match,Score
" alcoy, Unnamed: 0            3338
type_of_street         NaN
addresses         alcoy 22
neighborhood         agost
province          alicante
street_name          alcoy
house_number            22
floor_number           NaN
Name: 3337, dtype: object, Espana",Calle Caidos por Dios y por Espana,86
" campello nnd, Unnamed: 0                   3339
type_of_street                NaN
addresses         campello nnd 14
neighborhood                agost
province                 alicante
street_name          campello nnd
house_number                   14
floor_number                  NaN
Name: 3338, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
"calle iglesia nnd, Unnamed: 0                  3340
type_of_street             calle
addresses         iglesia nnd 19
neighborhood               agost
province                alicante
street_name          iglesia nnd
house_number                  19
floor_number                 NaN
Name: 3339, dtype: object, Espana",Calle del Catedratico Ignacio Martin Robles,86
" fermin sanchez nnd    ndb, Unnamed: 0                              3341
type_of_street                           NaN
addresses         fermin sanchez nnd 11 2ndb
neighborhood                           agost
province                            alicante
street_name        fermin sanchez nnd    ndb
house_number                            11 2
floor_number                             2nd
Name: 3340, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
" hijos de francisco morant s.l., Unnamed: 0                                  3342
type_of_street                               NaN
addresses         hijos de francisco morant s.l.
neighborhood                            alicante
province                                alicante
street_name       hijos de francisco morant s.l.
house_number                                 NaN
floor_number                                 NaN
Name: 3341, dtype: object, Espana",Pista traida agua Fragoso hasta enlace pista de Gargallons,86
"calle familia bordallo    nd d, Unnamed: 0                            3343
type_of_street                       calle
addresses         familia bordallo 8 1nd d
neighborhood                         agost
province                          alicante
street_name       familia bordallo    nd d
house_number                           8 1
floor_number                           1nd
Name: 3342, dtype: object, Espana",Intercambiador de Plaza Castilla - Nivel -1 - Isla 3,86
" alcoy    nda, Unnamed: 0                 3344
type_of_street              NaN
addresses         alcoy 16 4nda
neighborhood             xixona
province               alicante
street_name        alcoy    nda
house_number               16 4
floor_number                4nd
Name: 3343, dtype: object, Espana",Avenida de la Capital de Espana Madrid,86
" cervantes   -  nda, Unnamed: 0                       3345
type_of_street                    NaN
addresses         cervantes 33 - 2nda
neighborhood                  novelda
province                     alicante
street_name        cervantes   -  nda
house_number                     33 2
floor_number                      2nd
Name: 3344, dtype: object, Espana",Intercambiador de Plaza Castilla - Nivel -3 - Isla 2,86
" real, Unnamed: 0            3346
type_of_street         NaN
addresses           real 6
neighborhood         muxia
province          alicante
street_name           real
house_number             6
floor_number           NaN
Name: 3345, dtype: object, Espana",Avenida Real Academia de Medicina,86
" constitucion    f, Unnamed: 0                      3347
type_of_street                   NaN
addresses         constitucion 36 4f
neighborhood                  xixona
province                    alicante
street_name        constitucion    f
house_number                    36 4
floor_number                     NaN
Name: 3346, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
" arenal n      derecha, Unnamed: 0                          3348
type_of_street                       NaN
addresses         arenal n 36  2 derecha
neighborhood                       muxia
province                        alicante
street_name        arenal n      derecha
house_number                        36 2
floor_number                         NaN
Name: 3347, dtype: object, Espana",Estrada Miradoiro (N-640) - O Formigueiro (AP-53),86
" constitucion    nda, Unnamed: 0                        3349
type_of_street                     NaN
addresses         constitucion 21 5nda
neighborhood                    xixona
province                      alicante
street_name        constitucion    nda
house_number                      21 5
floor_number                       5nd
Name: 3348, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
" san roque   bajo, Unnamed: 0                     3350
type_of_street                  NaN
addresses         san roque 26 bajo
neighborhood                  agost
province                   alicante
street_name        san roque   bajo
house_number                     26
floor_number                    NaN
Name: 3349, dtype: object, Espana",Bacolod-Murcia-Don Salvador Benedicto-San Carlos Road,86
" colomers, Unnamed: 0              3351
type_of_street           NaN
addresses         colomers 7
neighborhood          xixona
province            alicante
street_name         colomers
house_number               7
floor_number             NaN
Name: 3350, dtype: object, Espana",Avenida de la Capital de Espana Madrid,86
" virgen de la barca, Unnamed: 0                            3352
type_of_street                         NaN
addresses         virgen de la barca 3 5 7
neighborhood                         muxia
province                          alicante
street_name             virgen de la barca
house_number                         3 5 7
floor_number                           NaN
Name: 3351, dtype: object, Espana",Acceso al Aeropuerto Internacional de la Region de Murcia,86
" san lucas, Unnamed: 0                     3353
type_of_street                  NaN
addresses         san lucas 9, 2ndb
neighborhood                 xixona
province                   alicante
street_name               san lucas
house_number                      9
floor_number                    2nd
Name: 3352, dtype: object, Espana",Bacolod-Murcia-Don Salvador Benedicto-San Carlos Road,86
" alcantera de xuquer    nd, Unnamed: 0                             3354
type_of_street                          NaN
addresses         alcantera de xuquer 7 4nd
neighborhood                        alberic
province                           valencia
street_name       alcantera de xuquer    nd
house_number                            7 4
floor_number                            4nd
Name: 3353, dtype: object, Espana",Acceso al Aeropuerto Internacional de la Region de Murcia,86
" parque de las especias    ndd, Unnamed: 0                                 3355
type_of_street                              NaN
addresses         parque de las especias 9 3ndd
neighborhood                            novelda
province                               alicante
street_name       parque de las especias    ndd
house_number                                9 3
floor_number                                3nd
Name: 3354, dtype: object, Espana",Acceso al Aeropuerto Internacional de la Region de Murcia,86
" capellan margall   p  b, Unnamed: 0                             3356
type_of_street                          NaN
addresses         capellan margall 70 p03 b
neighborhood                        novelda
province                           alicante
street_name         capellan margall   p  b
house_number                          70 03
floor_number                            NaN
Name: 3355, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
" enfesto, Unnamed: 0             3357
type_of_street          NaN
addresses         enfesto 4
neighborhood          muxia
province           alicante
street_name         enfesto
house_number              4
floor_number            NaN
Name: 3356, dtype: object, Espana",Calle Caidos por Dios y por Espana,86
" rambla chapi, Unnamed: 0                   3358
type_of_street                NaN
addresses         rambla chapi 21
neighborhood                agost
province                 alicante
street_name          rambla chapi
house_number                   21
floor_number                  NaN
Name: 3357, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
" alicante    nd g   campana, Unnamed: 0                                 3359
type_of_street                              NaN
addresses         alicante 29 4nd g 019 campana
neighborhood                             xixona
province                               alicante
street_name          alicante    nd g   campana
house_number                           29 4 019
floor_number                                4nd
Name: 3358, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
" sant antoni    nd, Unnamed: 0                     3360
type_of_street                  NaN
addresses         sant antoni 9 1nd
neighborhood                alberic
province                   valencia
street_name       sant antoni    nd
house_number                    9 1
floor_number                    1nd
Name: 3359, dtype: object, Espana",Rua do Alcalde Olegario Rodriguez Perez - Ramal 1,86
" constitucion    nd, Unnamed: 0                       3361
type_of_street                    NaN
addresses         constitucion 30 1nd
neighborhood                   xixona
province                     alicante
street_name        constitucion    nd
house_number                     30 1
floor_number                      1nd
Name: 3360, dtype: object, Espana",Rua do Alcalde Olegario Rodriguez Perez - Ramal 1,86
" nueva    nd d, Unnamed: 0                  3362
type_of_street               NaN
addresses         nueva 51 2nd d
neighborhood              xixona
province                alicante
street_name        nueva    nd d
house_number                51 2
floor_number                 2nd
Name: 3361, dtype: object, Espana",Estrada de Pereiras a Tameiga - Ramal 2,86
" mestre terroner nnd   ndizqda, Unnamed: 0                                 3363
type_of_street                              NaN
addresses         mestre terroner nnd4 3ndizqda
neighborhood                             xixona
province                               alicante
street_name       mestre terroner nnd   ndizqda
house_number                                4 3
floor_number                                3nd
Name: 3362, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
"avenida ribera alta, Unnamed: 0                      3364
type_of_street               avenida
addresses         ribera alta 23 1 4
neighborhood                 alberic
province                    valencia
street_name              ribera alta
house_number                  23 1 4
floor_number                     NaN
Name: 3363, dtype: object, Espana",Camino peonil entre Avenida da Florida e Rua Marinamansa,86
" sentenero    nda, Unnamed: 0                     3365
type_of_street                  NaN
addresses         sentenero 96 3nda
neighborhood                novelda
province                   alicante
street_name        sentenero    nda
house_number                   96 3
floor_number                    3nd
Name: 3364, dtype: object, Espana",Intercambiador de Plaza Castilla - Nivel -1 - Isla 3,86
" urbanizacion segorb bloque    nd a, Unnamed: 0                                      3366
type_of_street                                   NaN
addresses         urbanizacion segorb bloque 2 5nd a
neighborhood                                  xixona
province                                    alicante
street_name       urbanizacion segorb bloque    nd a
house_number                                     2 5
floor_number                                     5nd
Name: 3365, dtype: object, Espana",Via de acceso subterranea a plataforma da estacion de tren Vigo-Urzaiz,86
" gabriel miro, Unnamed: 0                   3367
type_of_street                NaN
addresses         gabriel miro 14
neighborhood               romana
province                 alicante
street_name          gabriel miro
house_number                   14
floor_number                  NaN
Name: 3366, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
" fray luis de leon, Unnamed: 0                       3368
type_of_street                    NaN
addresses         fray luis de leon 8
neighborhood                  novelda
province                     alicante
street_name         fray luis de leon
house_number                        8
floor_number                      NaN
Name: 3367, dtype: object, Espana",Acceso al Aeropuerto Internacional de la Region de Murcia,86
" antonia navarro, Unnamed: 0                      3369
type_of_street                   NaN
addresses         antonia navarro 42
neighborhood                  romana
province                    alicante
street_name          antonia navarro
house_number                      42
floor_number                     NaN
Name: 3368, dtype: object, Espana",Calle Panochista Jose Antonio Martinez Navarro,86
" alcoy    nd j, Unnamed: 0                  3370
type_of_street               NaN
addresses         alcoy 34 5nd j
neighborhood              xixona
province                alicante
street_name        alcoy    nd j
house_number                34 5
floor_number                 5nd
Name: 3369, dtype: object, Espana",Calle del Practicante J. Ignacio Fernandez,86
" polig ind segorb bernat, Unnamed: 0                           3371
type_of_street                        NaN
addresses         polig ind segorb bernat
neighborhood                       xixona
province                         alicante
street_name       polig ind segorb bernat
house_number                          NaN
floor_number                          NaN
Name: 3370, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
" purisima, Unnamed: 0               3372
type_of_street            NaN
addresses         purisima 90
neighborhood           romana
province             alicante
street_name          purisima
house_number               90
floor_number              NaN
Name: 3371, dtype: object, Espana",Avenida de la Capital de Espana Madrid,86
" barcelona   puerta   y atico, Unnamed: 0                                 3373
type_of_street                              NaN
addresses         barcelona 1 puerta 60 y atico
neighborhood                             xixona
province                               alicante
street_name        barcelona   puerta   y atico
house_number                               1 60
floor_number                                NaN
Name: 3372, dtype: object, Espana","""Camino del Rio, Camino del Lomo y Camino Almorox a Quismondo""",86
" plaza espana, Unnamed: 0                     3374
type_of_street                  NaN
addresses         plaza espana 9 10
neighborhood                  agost
province                   alicante
street_name            plaza espana
house_number                   9 10
floor_number                    NaN
Name: 3373, dtype: object, Espana",Plaza Bandera Paracaidista Ortiz de Zarate,86
