Unnamed: 0,type_of_street,addresses,neighborhood,province,street_number,floor,street_name,floor_number,street_name2,prov,full,FORMATED_ADDRESS,TYPE_STREET,STREET_NAME,STREET_NUMBER,LOCALITY,PROVINCE,REGION,COUNTRY,POSTAL_CODE,NEIGHBOURHOOD,LAT,LONG,OBSERVATIONS
6005,,ausias carbonell nnd  4  piso  8  d,xixona,alicante,4,piso 8  d,ausias carbonell nnd     piso     d,,ausias carbonell,alicante," ausias carbonell, 4, alicante, España","Carrer Ausiàs Carbonell, 4, Jijona, Alicante, España",,Carrer Ausiàs Carbonell,4,Xixona,Alicante,Comunidad Valenciana,Spain,03100,,38.54000850000001,-0.5060863999999999,piso 8  d
6006,,coido  11  casa,muxia,alicante,11,casa,coido     casa,,coido,alicante," coido, 11, alicante, España","Alicante, España",,,11,Alicante,Alicante,Valencian Community,Spain,,,38.3459963,-0.4906855,casa
6007,,safareig  11,xixona,alicante,11,,safareig,,safareig,alicante," safareig, 11, alicante, España","Carrer del Safareig, 11, Jijona, Alicante, España",,Carrer del Safareig,11,Xixona,Alicante,Comunidad Valenciana,Spain,03100,,38.535599,-0.5075652,
6008,,sant lluc  7   2 nd d,xixona,alicante,7,2d,sant lluc        nd d,2 nd,sant lluc,alicante," sant lluc, 7, alicante, España","Carrer de Sant Lluc, 7, Jijona, Alicante, España",,Carrer de Sant Lluc,7,Xixona,Alicante,Comunidad Valenciana,Spain,03100,,38.5413858,-0.5016918,2d
6009,,antonio galiana y molto  3  esc  3  piso  2  pta  1,xixona,alicante,3,esc 3  piso  2  pta  1,antonio galiana y molto     esc     piso     pta,,antonio galiana y molto,alicante," antonio galiana y molto, 3, alicante, España","Yolanda Galiana Guilabert, Plaça del Pont, Elche, Alicante, España",,Plaça del Pont,1,Elx,Alicante,Comunidad Valenciana,Spain,03204,,38.2631646,-0.7008246,esc 3  piso  2  pta  1
6010,,jose antonio soler gomez,alicante,alicante,,,jose antonio soler gomez,,jose antonio soler gomez,alicante," jose antonio soler gomez, , alicante, España","Grupo José Antonio, Villena, Alicante, España",,Grupo José Antonio,,Villena,Alicante,Comunidad Valenciana,Spain,03400,,38.6323932,-0.8489672,
6011,,cervantes  6  planta baja,agost,alicante,6,planta baja,cervantes     planta baja,,cervantes,alicante," cervantes, 6, alicante, España","Passeig Cervantes, 6, Pego, Alicante, España",,Passeig Cervantes,6,Pego,Alicante,Comunidad Valenciana,Spain,03780,,38.8398055,-0.1205099,planta baja
6012,,urbanizacion vista bella casa  30,xixona,alicante,30,,urbanizacion vista bella casa,,urbanizacion vista bella casa,alicante," urbanizacion vista bella casa, 30, alicante, España",,,,,,,,,,,,,
6013,,virgen del remedio  105  piso pbj puerta a,novelda,alicante,105,piso pbj puerta a,virgen del remedio     piso pbj puerta a,,virgen del remedio,alicante," virgen del remedio, 105, alicante, España","Carrer Verge del Remei, 105, Novelda, Alicante, España",,Carrer Verge del Remei,105,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.3836675,-0.7577050000000001,piso pbj puerta a
6014,,mallorca  11   3 nd derecha,xixona,alicante,11,3derecha,mallorca        nd derecha,3 nd,mallorca,alicante," mallorca, 11, alicante, España","Avenida de Mallorca, 11, Benidorm, Alicante, España",Avenida,de Mallorca,11,Benidorm,Alicante,Comunidad Valenciana,Spain,03503,,38.5388324,-0.1162713,3derecha
6015,,pizarro  8,novelda,alicante,8,,pizarro,,pizarro,alicante," pizarro, 8, alicante, España","Carrer Pizarro, 8, Villajoyosa, Alicante, España",,Carrer Pizarro,8,La Vila Joiosa,Alicante,Comunidad Valenciana,Spain,03570,,38.5073051,-0.2318316,
6016,,alicante  2   4 nd f,xixona,alicante,2,4f,alicante        nd f,4 nd,alicante,alicante," alicante, 2, alicante, España","Avinguda d'Alacant, 2, Elche, Alicante, España",,Avinguda d'Alacant,2,Elx,Alicante,Comunidad Valenciana,Spain,03203,,38.2681536,-0.6872016000000001,4f
6017,,rua pedrina n  40,muxia,alicante,40,,rua pedrina n,,rua pedrina n,alicante," rua pedrina n, 40, alicante, España","Calle Alicante, n 40, Polán, España",Calle,Alicante,40,Polán,Toledo,Castilla-La Mancha,Spain,45161,,39.7855747,-4.1641226,
6018,,safareig  48  bw  6,xixona,alicante,48,bw 6,safareig     bw,,safareig,alicante," safareig, 48, alicante, España","Carrer del Safareig, 48, Jijona, Alicante, España",,Carrer del Safareig,48,Xixona,Alicante,Comunidad Valenciana,Spain,03100,,38.5334774,-0.5084799,bw 6
6019,,poeta ausias march  15   3 nda,novelda,alicante,15,3 nda,poeta ausias march        nda,3 nd,poeta ausias march,alicante," poeta ausias march, 15, alicante, España","Carrer Poeta Ausiàs March, 15, Novelda, Alicante, España",,Carrer Poeta Ausiàs March,15,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.3808533,-0.7650305,3 nda
6020,,valencia  4   1 nd,novelda,alicante,4,1,valencia        nd,1 nd,valencia,alicante," valencia, 4, alicante, España","Avenida Valencia, 4, Santa Pola, Alicante, España",Avenida,Valencia,4,Santa Pola,Alicante,Comunidad Valenciana,Spain,03130,,38.1916752,-0.5654345,1
6021,,plaza la constitucion  1   1 ndc,agost,alicante,1,1 ndc,plaza la constitucion        ndc,1 nd,plaza la constitucion,alicante," plaza la constitucion, 1, alicante, España","Plaza la Constitución, 1, Almoradí, Alicante, España",,Plaza la Constitución,1,Almoradí,Alicante,Comunidad Valenciana,Spain,03160,,38.1099149,-0.7920103,1 ndc
6022,,carretera de novelda  11  nave  11,romana,alicante,11,nave 11,carretera de novelda     nave,,carretera de novelda,alicante," carretera de novelda, 11, alicante, España","Avinguda Novelda, 11, Alicante, España",,Avinguda Novelda,11,Alacant,Alicante,Comunidad Valenciana,Spain,03009,,38.3602004,-0.4917174,nave 11
6023,,la serreta  6  poligono fondonet,novelda,alicante,6,poligono fondonet,la serreta     poligono fondonet,,la serreta,alicante," la serreta, 6, alicante, España","Carrer la Serreta, 6, Novelda, Alicante, España",,Carrer la Serreta,6,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.3885865,-0.7493167,poligono fondonet
6024,,san antonio  5,xixona,alicante,5,,san antonio,,san antonio,alicante," san antonio, 5, alicante, España","Plaza San Antonio, 5, Alicante, España",,Plaza San Antonio,5,Alicante (Alacant),Alicante,Comunidad Valenciana,Spain,03004,,38.3515253,-0.4876872,
6025,,doctor fleming  3   2 nd dcha,agost,alicante,3,2dcha,doctor fleming        nd dcha,2 nd,doctor fleming,alicante," doctor fleming, 3, alicante, España","Carrer Doctor Fleming, 3, Calp, Alicante, España",,Carrer Doctor Fleming,3,Calp,Alicante,Comunidad Valenciana,Spain,03710,,38.6427734,0.0498291,2dcha
6026,,galera  6,xixona,alicante,6,,galera,,galera,alicante," galera, 6, alicante, España","Calle Galera, 6, Torrevieja, Alicante, España",Calle,Galera,6,Torrevieja,Alicante,Comunidad Valenciana,Spain,03182,,37.97854880000001,-0.6655388999999999,
6027,,joan fuster  7  puerta  12,xixona,alicante,7,puerta 12,joan fuster     puerta,,joan fuster,alicante," joan fuster, 7, alicante, España","Avinguda Joan Fuster, 7, Jijona, Alicante, España",,Avinguda Joan Fuster,7,Xixona,Alicante,Comunidad Valenciana,Spain,03100,,38.5341231,-0.5072698999999999,puerta 12
6028,,poligono segorb sn,xixona,alicante,,,poligono segorb sn,,poligono segorb sn,alicante," poligono segorb sn, , alicante, España","Petrer Poligono, Alicante, España",,,,,Alicante,Comunidad Valenciana,Spain,03610,,38.4921725,-0.7763899999999999,
6029,,fiscal miguel gutierrez carbonell  20   5  puerta  1,alicante,alicante,20,5 puerta  1,fiscal miguel gutierrez carbonell         puerta,,fiscal miguel gutierrez carbonell,alicante," fiscal miguel gutierrez carbonell, 20, alicante, España","Calle Fiscal Miguel Gutiérrez Carbonell, 20, Alicante, España",Calle,Fiscal Miguel Gutiérrez Carbonell,20,Alicante (Alacant),Alicante,Comunidad Valenciana,Spain,03013,,38.3589167,-0.4753272,5 puerta  1
6030,,antonio galiana i molto  3 - 2 - 2,xixona,alicante,3,- 2 - 2,antonio galiana i molto    -   -,,antonio galiana i molto,alicante," antonio galiana i molto, 3, alicante, España",,,,,,,,,,,,,- 2 - 2
6031,,teixugueiras  27  portal  2   3 h,vigo,pontevedra,27,portal 2   3 h,teixugueiras     portal        h,,teixugueiras,pontevedra," teixugueiras, 27, pontevedra, España","Rúa das Teixugueiras, 27, Vigo, Pontevedra, España",,Rúa das Teixugueiras,27,Vigo,Pontevedra,Galicia,Spain,36212,,42.207094,-8.7587438,portal 2   3 h
6032,,antonio lloret  23   1   1,alberic,valencia,23,1 1,antonio lloret,,antonio lloret,valencia," antonio lloret, 23, valencia, España","Calle Antonio Lloret, 23, Alberic, Valencia, España",Calle,Antonio Lloret,23,Alberique,Valencia,Comunidad Valenciana,Spain,46260,,39.1160435,-0.5215867,1 1
6033,,joanot martorell  31  p  04  a,novelda,alicante,31,p 04  a,joanot martorell     p     a,,joanot martorell,alicante," joanot martorell, 31, alicante, España","Carrer Joanot Martorell, 31, Novelda, Alicante, España",,Carrer Joanot Martorell,31,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.38743669999999,-0.7602622,p 04  a
6034,,alicante  29  escalera  2   3 h,xixona,alicante,29,escalera 2   3 h,alicante     escalera        h,,alicante,alicante," alicante, 29, alicante, España","Carrer Alicante, 29, Calp, Alicante, España",,Carrer Alicante,29,Calpe,Alicante,Comunidad Valenciana,Spain,03710,,38.6439539,0.0404041,escalera 2   3 h
6035,,pablo picasso  8,novelda,alicante,8,,pablo picasso,,pablo picasso,alicante," pablo picasso, 8, alicante, España","Calle Pablo Picasso, 8, Orihuela, Alicante, España",Calle,Pablo Picasso,8,Orihuela,Alicante,Comunidad Valenciana,Spain,03189,,37.9334298,-0.7274193999999999,
6036,,mallorca  11  bajo,xixona,alicante,11,bajo,mallorca     bajo,,mallorca,alicante," mallorca, 11, alicante, España","Avenida de Mallorca, 11, Benidorm, Alicante, España",Avenida,de Mallorca,11,Benidorm,Alicante,Comunidad Valenciana,Spain,03503,,38.5388324,-0.1162713,bajo
6037,,rey jaime i  10   2 nd iz,xixona,alicante,10,2iz,rey jaime i        nd iz,2 nd,rey jaime i,alicante," rey jaime i, 10, alicante, España","Avinguda Rei Jaume I, 10, Benidorm, Alicante, España",,Avinguda Rei Jaume I,10,Benidorm,Alicante,Comunidad Valenciana,Spain,03501,,38.5377473,-0.1375857,2iz
6038,,teixugueiras  32  bloque norte portal  2  bajo  2,vigo,pontevedra,32,bloque norte portal  2  bajo  2,teixugueiras     bloque norte portal     bajo,,teixugueiras,pontevedra," teixugueiras, 32, pontevedra, España","Rúa das Teixugueiras, 32, Vigo, Pontevedra, España",,Rúa das Teixugueiras,32,Vigo,Pontevedra,Galicia,Spain,36212,,42.20852910000001,-8.7583015,bloque norte portal  2  bajo  2
6039,,cura gonzalez  77   2 nd b,novelda,alicante,77,2b,cura gonzalez        nd b,2 nd,cura gonzalez,alicante," cura gonzalez, 77, alicante, España","Carrer Cura González, 77, Novelda, Alicante, España",,Carrer Cura González,77,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.3807062,-0.7746936,2b
6040,,teixugueiras  15  portal  2   7 ndh,vigo,pontevedra,15,portal 2   7 ndh,teixugueiras     portal        ndh,7 nd,teixugueiras,pontevedra," teixugueiras, 15, pontevedra, España","Rúa das Teixugueiras, 15, Vigo, Pontevedra, España",,Rúa das Teixugueiras,15,Vigo,Pontevedra,Galicia,Spain,36212,,42.2103804,-8.7546252,portal 2   7 ndh
6041,,antonia navarro  47   1 nd dcha,romana,alicante,47,1dcha,antonia navarro        nd dcha,1 nd,antonia navarro,alicante," antonia navarro, 47, alicante, España","Calle de Antonia Navarro, 47, La Romana, Alicante, España",Calle,de Antonia Navarro,47,La Romana,Alicante,Comunidad Valenciana,Spain,03669,,38.37047949999999,-0.8971278999999999,1dcha
6042,calle,atalaya  37,muxia,alicante,37,,atalaya,,atalaya,alicante,"calle atalaya, 37, alicante, España","Calle Atalaya, 37, Rojales, Alicante, España",Calle,Atalaya,37,Rojales,Alicante,Comunidad Valenciana,Spain,03170,,38.0846942,-0.7206984,
6043,,federico garcia lorca  36,romana,alicante,36,,federico garcia lorca,,federico garcia lorca,alicante," federico garcia lorca, 36, alicante, España","Carrer Federico García Lorca, 36, Elche, Alicante, España",,Carrer Federico García Lorca,36,Elx,Alicante,Comunidad Valenciana,Spain,03204,,38.2598991,-0.7033427999999999,
6044,,urbanizacion segorb bloque  1   3  b,xixona,alicante,1,3 b,urbanizacion segorb bloque         b,,urbanizacion segorb bloque,alicante," urbanizacion segorb bloque, 1, alicante, España","URBANIZACIÓN SEGORB, Partida Segorb, Jijona, Spain",,,1,Jijona,Alicante,Valencian Community,Spain,03100,URBANIZACIÓN SEGORB,38.5410412,-0.506292,1 3 b
6045,,san francesc  20  bajo,xixona,alicante,20,bajo,san francesc     bajo,,san francesc,alicante," san francesc, 20, alicante, España","Carrer de Sant Francesc, 20, Alicante, España",,Carrer San Francisco,20,Alacant,Alicante,Comunidad Valenciana,Spain,03001,,38.3441115,-0.4851165,bajo
6046,,"san ignacio de loyola  3 a,  3 r",alicante,alicante,3,"a, 3 r",san ignacio de loyola    a,,san ignacio de loyola   a,alicante," san ignacio de loyola   a, 3, alicante, España","Calle San Ignacio de Loyola, 3, Elda, Alicante, España",Calle,San Ignacio de Loyola,3,Elda,Alicante,Comunidad Valenciana,Spain,03600,,38.473756,-0.7930511,"a, 3 r"
6047,,sargento navarro  47   2 nde,novelda,alicante,47,2 nde,sargento navarro        nde,2 nd,sargento navarro,alicante," sargento navarro, 47, alicante, España","C. Sergent Navarro, 47, Novelda, Alicante, España",,Carrer Sergent Navarro,47,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.3866343,-0.7598138,2 nde
6048,,sargento navarro  10   1,novelda,alicante,10,1,sargento navarro,,sargento navarro,alicante," sargento navarro, 10, alicante, España","C. Sergent Navarro, 10, Novelda, Alicante, España",,Carrer Sergent Navarro,10,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.3859324,-0.7616181,1
6049,,ramon y cajal  21   1 nd,novelda,alicante,21,1,ramon y cajal        nd,1 nd,ramon y cajal,alicante," ramon y cajal, 21, alicante, España","Calle Ramón y Cajal, 21, Torrevieja, Alicante, España",Calle,Ramón y Cajal,21,Torrevieja,Alicante,Comunidad Valenciana,Spain,03182,,37.9750058,-0.6769952,1
6050,,cotes  3,alberic,valencia,3,,cotes,,cotes,valencia," cotes, 3, valencia, España","Carrer de Cotes, 3, València, España",,Carrer de Cotes,3,València,Valencia,Comunidad Valenciana,Spain,46018,,39.4675605,-0.4008164,
6051,,dato iradier  27,alicante,alicante,27,,dato iradier,,dato iradier,alicante," dato iradier, 27, alicante, España","Calle Dato Iradier, 27, Alicante, España",Calle,Dato Iradier,27,Alicante (Alacant),Alicante,Comunidad Valenciana,Spain,03013,,38.3567082,-0.4796187,
6052,,angelita rodriguez preciado n 1  local  3,alicante,alicante,1,local 3,angelita rodriguez preciado n    local,,angelita rodriguez preciado n,alicante," angelita rodriguez preciado n, 1, alicante, España","Calle Angelita Rodríguez Preciado, n 1, Alicante, España",Calle,Angelita Rodríguez Preciado,1,Alicante (Alacant),Alicante,Comunidad Valenciana,Spain,03012,,38.3613287,-0.47748,local 3
6053,,encarnacion  7   1 nd,muxia,alicante,7,1,encarnacion        nd,1 nd,encarnacion,alicante," encarnacion, 7, alicante, España","Alicante, España",,,7,Alicante,Alicante,Valencian Community,Spain,,,38.3459963,-0.4906855,1
6054,,doctor ayela  30,xixona,alicante,30,,doctor ayela,,doctor ayela,alicante," doctor ayela, 30, alicante, España","Calle del Doctor Ayela, 30, Alicante, España",Calle,del Doctor Ayela,30,Alicante (Alacant),Alicante,Comunidad Valenciana,Spain,03013,,38.3541342,-0.4773538999999999,
6055,,virgen del remedio  34   1 ndb,novelda,alicante,34,1 ndb,virgen del remedio        ndb,1 nd,virgen del remedio,alicante," virgen del remedio, 34, alicante, España","Carrer Verge del Remei, 34, Novelda, Alicante, España",,Carrer Verge del Remei,34,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.3816769,-0.7646265999999999,1 ndb
6056,,ptda. beltranes  130,romana,alicante,130,,ptda. beltranes,,ptda. beltranes,alicante," ptda. beltranes, 130, alicante, España","Calle Partida, Elche, Spain",Calle,Partida,130,,Alicante,Comunidad Valenciana,Spain,,,38.2810595,-0.6253803,
6057,calle,ignacio gongora 8,la palma,murcia,8,,ignacio gongora,,ignacio gongora,Region de Murcia,"calle ignacio gongora, 8, Region de Murcia, España","Calle Ignacio Góngora, 8, Beal, Región de Murcia, España",Calle,Ignacio Góngora,8,Beal,Murcia,Región de Murcia,Spain,30382,,37.63434,-0.84109,
6058,calle,"trovero cantares, p 016",canteras (canteras),murcia,16,,trovero cantares,,trovero cantares,Region de Murcia,"calle trovero cantares, 16, Region de Murcia, España","Calle Trovero Cantares, 16, Canteras, Región de Murcia, España",Calle,Trovero Cantares,16,Canteras,Murcia,Región de Murcia,Spain,30394,,37.61081280000001,-1.0466998,
6059,calle,collado jeronimo 172 a,la tercia,murcia,172,a,collado jeronimo   a,,collado jeronimo,Region de Murcia,"calle collado jeronimo, 172, Region de Murcia, España","Calle Collado, Moratalla, Región de Murcia, España",Calle,Collado,172,Moratalla,Murcia,Región de Murcia,Spain,30440,,38.1906606,-1.8949628,a
6060,calle,del abrazo  21 d,la puebla,murcia,21,d,del abrazo    d,,del abrazo,Region de Murcia,"calle del abrazo, 21, Region de Murcia, España","Calle del Abrazo, 21, La Puebla, Región de Murcia, España",Calle,del Abrazo,21,La Puebla,Murcia,Región de Murcia,Spain,30395,,37.7154867,-0.9225338999999999,d
6061,calle,briviesca 6,canteras (canteras),murcia,6,,briviesca,,briviesca,Region de Murcia,"calle briviesca, 6, Region de Murcia, España","Calle Briviesca, 6, Canteras, Región de Murcia, España",Calle,Briviesca,6,Canteras,Murcia,Región de Murcia,Spain,30394,,37.6111372,-1.0385478,
6062,calle,"reina victoria eugenia,  29   1 d",canteras,murcia,29,1 d,reina victoria eugenia,,reina victoria eugenia,Region de Murcia,"calle reina victoria eugenia, 29, Region de Murcia, España","Avenida Reina Victoria Eugenia, 29, Cartagena, Región de Murcia, España",Avenida,Reina Victoria Eugenia,29,Cartagena,Murcia,Región de Murcia,Spain,30203,,37.6101575,-0.9847906,1 d
6063,,albatros  2  avenida del mar menor  125,mar de cristal,murcia,2,avenida del mar menor  125,albatros     avenida del mar menor,,albatros,Region de Murcia," albatros, 2, Region de Murcia, España","Calle Albatros, 2, Región de Murcia, España",Calle,Albatros,2,,Murcia,Región de Murcia,Spain,30565,,38.00798,-1.23608,avenida del mar menor  125
6064,calle,zurbanizacion ano  22 b,la puebla,murcia,22,b,zurbanizacion ano    b,,zurbanizacion ano,Region de Murcia,"calle zurbanizacion ano, 22, Region de Murcia, España","Calle, 22, Calar de la Santa, Región de Murcia, España",,Calle,22,Calar de la Santa,Murcia,Región de Murcia,Spain,30441,,38.1793723,-2.1730815,b
6065,,duplex  346 aldeas de taray,la manga del mar menor,murcia,346,aldeas de taray,duplex    aldeas de taray,,duplex,Region de Murcia," duplex, 346, Region de Murcia, España","Calle B Zona Dúplex, 346, Puerto Lumbreras, Región de Murcia, España",Calle,B Zona Dúplex,346,Puerto Lumbreras,Murcia,Región de Murcia,Spain,30890,,37.5653955,-1.80131,aldeas de taray
